Cat1,AvgS1,M1,Co1,Cat2,AvgS2,M2,Co2,Cat3,AvgS3,M3,Co3,Cat4,AvgS4,M4,Co4,NumDeg,NumCertf,NumJobs,AverageMonths
IT,69783.6369,41,1,IT,69783.6369,12,0,Management,79819.50204,38,1,Management,79819.50204,20,1,3,2,4,27.75
IT,69783.6369,34,1,HR,51182.90816,4,1,Executive,123893.3069,6,1,HR,51182.90816,21,1,3,1,4,16.25
HR,51182.90816,8,1,HR,51182.90816,15,1,Other,53085.31717,6,0,HR,51182.90816,8,1,1,2,4,9.25
HR,51182.90816,40,1,HR,51182.90816,36,1,HR,51182.90816,101,0,HR,51182.90816,9,0,2,2,4,46.5
Executive,123893.3069,62,1,Management,79819.50204,35,1,Sales,47142.92286,23,0,Operations,69434.83383,124,0,3,3,4,61
Executive,123893.3069,31,1,Management,79819.50204,34,1,Management,79819.50204,48,1,Executive,123893.3069,154,1,3,3,4,66.75
Other,53085.31717,49,1,Other,53085.31717,50,0,HR,51182.90816,8,0,HR,51182.90816,53,0,3,3,4,40
Sales,47142.92286,2,1,Management,79819.50204,142,1,Operations,69434.83383,123,1,Finance,60991.45474,20,1,3,3,4,71.75
HR,51182.90816,91,1,Other,53085.31717,71,0,Operations,69434.83383,31,0,Other,53085.31717,17,0,3,3,4,52.5
Other,28975,15,0,Sales,53289,12,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,6.75
Marketing,50436.77654,29,1,Management,79819.50204,8,1,Sales,47142.92286,5,1,Marketing,50436.77654,74,1,3,3,4,29
Other,53085.31717,17,0,Other,53085.31717,30,1,Management,79819.50204,144,0,Unemployed,0,0,0,3,3,3,47.75
Service,37263.83653,11,0,Other,53085.31717,12,0,Marketing,50436.77654,5,1,Other,53085.31717,3,1,2,1,4,7.75
Other,53085.31717,7,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,1,1.75
Service,37263.83653,8,1,IT,69783.6369,2,0,IT,69783.6369,1,1,Management,79819.50204,22,0,3,3,4,8.25
HR,51182.90816,35,1,HR,51182.90816,11,1,HR,51182.90816,39,1,HR,51182.90816,76,1,3,3,4,40.25
Management,79819.50204,77,0,HR,51182.90816,53,0,Service,37263.83653,19,1,Unemployed,0,0,0,3,3,3,37.25
Other,53085.31717,11,1,HR,56624,8,1,HR,51182.90816,33,1,Other,53085.31717,3,1,3,3,4,13.75
HR,51182.90816,11,1,HR,51182.90816,13,1,Other,53085.31717,3,1,HR,51182.90816,3,1,3,3,4,7.5
HR,51182.90816,126,1,HR,51182.90816,49,1,HR,51182.90816,52,1,Sales,47142.92286,48,1,3,3,4,68.75
Other,53085.31717,12,1,Engineering,89197,7,0,Other,53085.31717,25,0,Unemployed,0,0,0,3,3,3,11
Finance,60991.45474,17,1,Service,39590.68519,38,1,Unemployed,0,0,0,Unemployed,0,0,0,0,1,2,13.75
Finance,60991.45474,17,1,Service,39590.68519,38,1,Unemployed,0,0,0,Unemployed,0,0,0,0,1,2,13.75
Service,28500,5,1,Academia,63461.28125,4,1,Consultant,78074.16822,27,0,Finance,60991.45474,3,0,3,3,4,9.75
Management,79819.50204,15,1,Executive,123893.3069,8,0,IT,69783.6369,19,0,Management,79819.50204,6,0,2,3,4,12
Management,79819.50204,15,1,Executive,123893.3069,8,0,IT,69783.6369,19,0,Management,79819.50204,6,0,2,3,4,12
Management,79819.50204,15,1,Executive,123893.3069,8,0,IT,69783.6369,19,0,Management,79819.50204,6,0,2,3,4,12
Engineering,112446,10,0,IT,166254,31,0,Engineering,81584.97869,28,0,Engineering,81584.97869,14,0,3,3,4,20.75
Engineering,81584.97869,3,1,Executive,123893.3069,6,1,Unemployed,0,12,1,Academia,63461.28125,4,1,3,3,4,6.25
Academia,63461.28125,39,1,Engineering,68548,29,0,Academia,63461.28125,28,1,Unemployed,0,0,0,3,3,3,24
Other,53085.31717,12,1,IT,69783.6369,4,1,Admin,51794.60833,2,1,Management,79819.50204,50,0,2,1,4,17
Health,92978.75,84,1,Unemployed,0,2,1,Unemployed,0,28,1,Unemployed,0,0,0,1,1,3,28.5
Health,92978.75,11,1,Service,92978.75,26,0,Other,53085.31717,3,0,Unemployed,0,15,1,2,1,4,13.75
Health,32338,12,1,Service,92978.75,51,1,Unemployed,0,44,0,Admin,32180.16667,26,0,2,1,4,33.25
Other,32180.16667,12,1,Sales,71366.9,50,0,Sales,47142.92286,15,0,Other,53085.31717,44,0,3,3,4,30.25
Health,32338,107,0,Unemployed,0,3,1,Unemployed,0,2,1,Service,28500,62,1,1,1,4,43.5
Academia,63461.28125,48,1,Other,53085.31717,25,0,Other,53085.31717,12,0,HR,51182.90816,68,0,3,3,4,38.25
Academia,63461.28125,2,0,Academia,29450,3,1,Academia,63461.28125,3,1,IT,69783.6369,26,0,3,3,4,8.5
Other,26600,283,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,0,1,1,70.75
IT,66904,11,0,Unemployed,0,7,0,Operations,69434.83383,23,0,Unemployed,0,0,0,3,3,3,10.25
Health,70841,42,1,Government,78213.325,22,0,Government,78213.325,29,1,Executive,123893.3069,65,1,2,1,4,39.5
Health,70841,42,1,Government,78213.325,22,0,Government,78213.325,29,1,Executive,123893.3069,65,1,2,1,4,39.5
Other,47974,79,0,Other,53085.31717,17,0,Other,53085.31717,28,0,Unemployed,0,0,0,1,1,3,31
Other,53085.31717,22,0,Other,53085.31717,4,1,Other,53085.31717,8,1,Other,53085.31717,24,1,3,3,4,14.5
Government,78213.325,25,1,Other,53085.31717,21,1,Other,53085.31717,4,1,Other,53085.31717,34,1,2,1,4,21
Management,79819.50204,13,1,Management,91168.6,7,0,Operations,69434.83383,76,0,Management,91168.6,22,0,3,3,4,29.5
Management,91168.6,30,1,Operations,82979.71429,11,1,Consultant,78074.16822,35,1,Operations,82979.71429,73,1,3,3,4,37.25
Management,91168.6,25,1,Operations,79162,300,1,Management,79819.50204,33,0,Management,79819.50204,37,0,3,3,4,98.75
Management,91168.6,16,1,Management,91168.6,48,1,Engineering,81584.97869,89,0,Engineering,69473.875,12,1,3,3,4,41.25
Management,91168.6,67,1,Operations,82979.71429,6,0,Management,79819.50204,52,0,Engineering,81584.97869,76,0,3,3,4,50.25
Management,91168.6,25,1,Other,53085.31717,42,1,Management,79819.50204,179,1,Unemployed,0,0,0,3,3,3,61.5
Operations,69434.83383,96,0,Management,79819.50204,77,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,43.25
Other,53085.31717,34,1,Other,53085.31717,6,1,IT,69783.6369,16,0,IT,69783.6369,6,1,3,3,4,15.5
Government,78213.325,11,1,Finance,60991.45474,21,0,Finance,60991.45474,17,0,IT,69783.6369,11,1,3,3,4,15
IT,69783.6369,67,0,Other,53085.31717,6,0,IT,69783.6369,15,1,IT,77809.25949,27,1,3,3,4,28.75
Finance,93858,17,1,Finance,60991.45474,29,1,Finance,60991.45474,34,1,Finance,60991.45474,12,1,3,3,4,23
Finance,60991.45474,5,1,Finance,65640.65278,12,1,Finance,60991.45474,6,1,Service,37263.83653,6,0,3,3,4,7.25
IT,69783.6369,31,1,Other,53085.31717,80,1,Sales,47142.92286,26,1,Other,53085.31717,35,1,3,3,4,43
Academia,63461.28125,22,0,Academia,41346.78947,64,1,Other,53085.31717,16,0,Engineering,81584.97869,28,0,3,3,4,32.5
Academia,56182,41,0,Academia,63461.28125,42,0,Academia,63461.28125,8,1,Academia,63461.28125,56,1,3,3,4,36.75
Academia,63461.28125,25,0,Academia,63461.28125,3,1,Academia,63461.28125,3,0,Academia,29450,39,0,3,3,4,17.5
Academia,42160,18,1,Academia,63461.28125,3,1,Other,53085.31717,11,1,IT,69783.6369,8,1,3,1,4,10
Academia,63461.28125,13,1,Other,53085.31717,14,1,Other,53085.31717,60,1,IT,69783.6369,81,1,3,1,4,42
Engineering,86987,7,0,Operations,85551.22727,41,0,Operations,69434.83383,25,0,Management,253685,28,0,3,3,4,25.25
Marketing,50436.77654,7,0,Executive,123893.3069,68,1,Sales,47142.92286,22,1,Sales,47142.92286,2,1,3,3,4,24.75
IT,69783.6369,170,0,IT,69783.6369,17,0,Management,79819.50204,124,0,Unemployed,0,0,0,2,1,3,77.75
IT,69783.6369,10,1,IT,69783.6369,3,1,IT,69783.6369,12,1,IT,69783.6369,2,0,3,3,4,6.75
IT,69783.6369,49,1,HR,51182.90816,15,0,HR,51182.90816,12,0,Other,53085.31717,78,0,3,3,4,38.5
Academia,116258.75,107,1,HR,51182.90816,15,0,Sales,47142.92286,16,0,Consultant,45175,28,0,3,3,4,41.5
Academia,116258.75,39,1,Other,53085.31717,192,0,Executive,123893.3069,144,1,Sales,47142.92286,25,0,3,3,4,100
Academia,116258.75,143,0,Service,37263.83653,107,0,Consultant,78074.16822,26,0,Academia,63461.28125,104,1,3,3,4,95
Academia,116258.75,220,1,Sales,90030.76923,13,1,Consultant,78074.16822,28,0,IT,69783.6369,6,0,3,3,4,66.75
Academia,116258.75,89,1,Management,79819.50204,110,1,Management,79819.50204,99,0,Management,79819.50204,49,0,3,3,4,86.75
Academia,116258.75,36,1,Executive,123893.3069,111,1,Management,79819.50204,7,0,Management,77657,30,0,3,3,4,46
Academia,116258.75,83,0,Academia,67941.51852,107,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,47.5
Academia,116258.75,189,1,Marketing,50436.77654,29,1,Service,37263.83653,52,1,Service,37263.83653,28,1,3,3,4,74.5
Academia,116258.75,24,1,IT,69783.6369,62,1,Executive,123893.3069,19,0,HR,51182.90816,44,0,2,1,4,37.25
Academia,116258.75,73,1,Management,79819.50204,24,1,Consultant,78074.16822,11,1,IT,69783.6369,9,1,3,3,4,29.25
Academia,116258.75,9,1,IT,69783.6369,198,1,IT,69783.6369,40,1,IT,107368,31,1,3,3,4,69.5
Academia,116258.75,37,0,Executive,123893.3069,21,1,Academia,63461.28125,2,1,Government,78213.325,10,1,2,3,4,17.5
Academia,116258.75,37,0,Executive,123893.3069,21,1,Academia,63461.28125,2,1,Government,78213.325,10,1,2,3,4,17.5
Academia,116258.75,12,1,Executive,123893.3069,13,1,Academia,63461.28125,22,0,Academia,67941.51852,3,0,2,1,4,12.5
HR,51182.90816,20,1,Management,79819.50204,10,1,HR,51182.90816,17,1,HR,51182.90816,97,1,3,3,4,36
Consultant,78074.16822,22,1,IT,69783.6369,91,1,IT,69783.6369,133,1,Unemployed,0,0,0,3,3,3,61.5
Consultant,143285,21,1,Executive,123893.3069,85,1,Management,79819.50204,29,1,Management,79819.50204,47,1,2,1,4,45.5
Consultant,143285,41,1,Executive,123893.3069,25,0,Executive,123893.3069,38,0,HR,88303,29,0,2,1,4,33.25
Consultant,143285,19,1,Government,78213.325,29,1,Government,78213.325,40,1,Other,53085.31717,16,1,2,1,4,26
Consultant,78074.16822,35,1,IT,69783.6369,17,1,IT,69783.6369,47,1,Executive,123893.3069,11,1,3,1,4,27.5
Consultant,78074.16822,5,1,Executive,123893.3069,18,1,Management,79819.50204,53,1,Academia,63461.28125,79,1,3,3,4,38.75
IT,69783.6369,16,1,IT,80035.5,17,1,Executive,123893.3069,28,1,IT,69783.6369,28,1,1,1,4,22.25
IT,69783.6369,17,1,IT,77809.25949,14,1,IT,69783.6369,4,1,IT,117451,31,1,3,3,4,16.5
Management,79819.50204,14,1,Executive,123893.3069,169,1,Academia,63461.28125,9,1,Academia,55100,12,1,3,3,4,51
IT,69783.6369,165,0,Operations,102093,37,0,Operations,69434.83383,13,0,Operations,102093,22,0,3,3,4,59.25
IT,69783.6369,6,1,Finance,65640.65278,14,1,IT,69783.6369,36,1,IT,69783.6369,8,1,2,3,4,16
HR,51182.90816,149,1,HR,51182.90816,73,1,Unemployed,0,0,0,Unemployed,0,0,0,1,1,2,55.5
IT,69783.6369,70,1,Executive,123893.3069,161,1,Sales,47142.92286,17,1,Engineering,81584.97869,20,1,3,3,4,67
IT,69783.6369,71,0,IT,69783.6369,6,1,IT,69783.6369,71,0,IT,69783.6369,99,0,3,3,4,61.75
IT,119680,72,1,IT,48526.8,3,1,IT,69783.6369,3,1,Unemployed,0,0,0,3,3,3,19.5
IT,102109.3333,92,1,IT,107368,51,1,IT,69783.6369,12,1,IT,77809.25949,17,1,3,3,4,43
IT,102109.3333,14,1,IT,69783.6369,81,1,Engineering,81584.97869,10,0,Engineering,93658.74634,39,1,3,3,4,36
IT,69783.6369,6,1,Management,79819.50204,9,1,IT,69783.6369,33,0,Consultant,86307.45545,20,0,3,3,4,17
Academia,63461.28125,25,1,Executive,116258.75,21,1,Executive,123893.3069,21,1,Academia,63461.28125,12,1,3,3,4,19.75
Consultant,78074.16822,101,1,Executive,123893.3069,85,1,Finance,60991.45474,12,1,Other,53085.31717,15,0,2,1,4,53.25
Other,53085.31717,16,1,Unemployed,0,38,1,Management,79819.50204,17,1,Management,79819.50204,52,1,3,3,4,30.75
Service,37263.83653,53,0,Other,53085.31717,5,0,Other,53085.31717,24,0,Service,27629.8,6,1,3,3,4,22
Service,37263.83653,31,0,Management,107588,74,0,Executive,123893.3069,44,0,Executive,123893.3069,136,1,3,3,4,71.25
Operations,69434.83383,10,1,Unemployed,0,78,0,IT,69783.6369,34,0,IT,69783.6369,3,1,3,3,4,31.25
IT,69783.6369,11,1,Other,53085.31717,6,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,4.25
IT,77361.5,16,1,Other,53085.31717,93,1,Other,53085.31717,17,0,Management,79819.50204,30,1,3,3,4,39
IT,69783.6369,14,1,Unemployed,0,41,1,Unemployed,0,71,1,Engineering,81584.97869,46,1,2,3,4,43
Service,37263.83653,8,1,Sales,47142.92286,11,1,Academia,63461.28125,7,0,Unemployed,0,3,1,3,3,4,7.25
Finance,60991.45474,47,0,Executive,123893.3069,59,0,Executive,123893.3069,112,0,Other,53085.31717,112,0,3,3,4,82.5
Sales,47142.92286,30,1,Academia,63461.28125,17,1,Executive,123893.3069,112,1,Management,46892.07895,16,1,2,1,4,43.75
Sales,47142.92286,20,0,Engineering,81584.97869,11,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,7.75
Sales,47142.92286,7,0,Finance,60991.45474,21,1,Service,37263.83653,2,0,Other,74993,16,1,3,3,4,11.5
Other,78091.125,148,1,Other,78091.125,35,0,Admin,51794.60833,24,0,Academia,56394.6,12,0,1,1,4,54.75
IT,69783.6369,4,1,Finance,60991.45474,1,0,Admin,51794.60833,1,0,IT,69783.6369,2,0,3,3,4,2
Operations,69434.83383,34,1,Academia,63461.28125,24,0,IT,69783.6369,38,1,Engineering,81584.97869,15,1,3,3,4,27.75
IT,69783.6369,9,0,IT,77809.25949,36,1,Academia,63461.28125,23,1,IT,77809.25949,3,0,3,3,4,17.75
It,69783.6369,88,1,Engineering,81584.97869,38,0,Operations,69434.83383,51,0,IT,77809.25949,132,0,3,3,4,77.25
Sales,47142.92286,32,1,Executive,123893.3069,72,1,Other,53085.31717,62,0,Other,53085.31717,87,0,2,3,4,63.25
Sales,47142.92286,31,1,Executive,123893.3069,9,1,Executive,123893.3069,8,0,Executive,123893.3069,12,0,3,3,4,15
Sales,90030.76923,16,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,2,1,1,4
Sales,90030.76923,30,1,IT,95346.33333,12,1,Other,53085.31717,4,0,IT,69783.6369,24,1,3,3,4,17.5
Operations,90030.76923,35,0,Sales,90030.76923,5,0,Engineering,81584.97869,12,0,Service,37263.83653,12,0,3,3,4,16
Engineering,90030.76923,5,1,IT,57104.7619,38,1,Finance,60991.45474,4,1,IT,57104.7619,5,1,3,3,4,13
Operations,90030.76923,103,1,Management,79819.50204,20,1,Marketing,50436.77654,92,1,Executive,123893.3069,128,1,3,3,4,85.75
Sales,90030.76923,9,1,Consultant,78074.16822,7,1,Finance,60991.45474,70,1,Consultant,86307.45545,48,0,2,1,4,33.5
Sales,90030.76923,9,1,Consultant,78074.16822,7,1,Finance,60991.45474,70,1,Consultant,86307.45545,48,0,2,1,4,33.5
Engineering,90030.76923,15,1,Marketing,50436.77654,4,1,Sales,47142.92286,4,0,Sales,40193.5,1,1,3,3,4,6
Engineering,90030.76923,37,1,Management,136819.5,21,1,Executive,123893.3069,16,0,Unemployed,0,4,1,3,3,4,19.5
Sales,90030.76923,15,1,Academia,63461.28125,27,1,Executive,123893.3069,12,1,Finance,60991.45474,7,1,3,3,4,15.25
Engineering,90030.76923,26,1,Service,37263.83653,26,1,Service,37263.83653,10,1,IT,25456,16,1,3,3,4,19.5
Sales,90030.76923,13,1,Executive,123893.3069,196,0,Management,79819.50204,16,0,Management,79819.50204,9,0,3,3,4,58.5
Sales,90030.76923,16,1,Management,79819.50204,8,1,IT,69783.6369,16,0,Consultant,70068,13,1,3,3,4,13.25
Operations,90030.76923,10,1,Sales,90030.76923,3,0,IT,69783.6369,5,1,IT,69783.6369,21,0,3,3,4,9.75
Sales,90030.76923,7,1,Management,89003.44444,5,1,Marketing,50436.77654,21,1,Marketing,50436.77654,13,1,3,3,4,11.5
Engineering,90030.76923,2,1,Marketing,50436.77654,6,0,Management,79819.50204,4,1,Finance,60991.45474,9,1,3,3,4,5.25
Operations,90030.76923,94,1,Sales,90030.76923,66,1,IT,69783.6369,3,0,IT,79031,3,0,3,3,4,41.5
Sales,90030.76923,21,1,Finance,60991.45474,25,1,Engineering,81584.97869,137,1,IT,69783.6369,38,0,2,1,4,55.25
Operations,90030.76923,4,0,Management,79819.50204,60,1,Other,53085.31717,53,1,Executive,123893.3069,48,1,1,1,4,41.25
Sales,90030.76923,8,1,Executive,123893.3069,30,1,IT,69783.6369,8,1,Executive,123893.3069,11,0,2,1,4,14.25
Sales,47142.92286,14,1,IT,69783.6369,17,1,Management,79819.50204,40,1,Management,79819.50204,28,1,3,3,4,24.75
Sales,47142.92286,6,1,Sales,47142.92286,12,1,Sales,47142.92286,12,0,Unemployed,0,32,1,3,3,4,15.5
Sales,47142.92286,21,0,Management,79819.50204,39,0,Management,79819.50204,47,0,Other,53085.31717,88,0,3,3,4,48.75
Marketing,50436.77654,10,1,IT,57104.7619,29,1,Academia,63461.28125,24,1,Other,53085.31717,3,1,3,3,4,16.5
Marketing,50436.77654,22,1,Unemployed,0,29,0,Executive,123893.3069,19,1,Academia,63461.28125,19,1,3,3,4,22.25
Operations,120842,29,1,Sales,90030.76923,62,1,Sales,47142.92286,11,0,Operations,69434.83383,36,0,3,3,4,34.5
Engineering,81584.97869,17,1,IT,69783.6369,15,0,Engineering,81584.97869,25,0,IT,69783.6369,23,0,3,2,4,20
IT,38328.75,13,1,Academia,43191.11111,10,1,Academia,63461.28125,6,1,IT,69783.6369,17,1,3,3,4,11.5
IT,38328.75,13,1,Academia,43191.11111,10,1,Academia,63461.28125,6,1,IT,69783.6369,17,1,3,3,4,11.5
IT,38328.75,11,0,Management,112216.25,62,0,Sales,47142.92286,9,0,Sales,47142.92286,5,0,3,3,4,21.75
IT,69783.6369,19,1,Sales,47142.92286,17,0,Management,79819.50204,28,0,IT,69783.6369,28,0,3,3,4,23
IT,69783.6369,55,1,Other,21628,27,1,Service,37263.83653,20,0,IT,69783.6369,47,0,3,3,4,37.25
IT,34200,3,1,Service,39590.68519,6,0,IT,69783.6369,11,0,Unemployed,0,0,0,3,3,3,5
Engineering,86760,85,0,Other,53085.31717,6,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,22.75
Engineering,81584.97869,85,1,IT,69783.6369,47,1,Executive,123893.3069,17,0,IT,270095,31,0,3,3,4,45
Engineering,81584.97869,8,1,IT,69783.6369,9,1,Engineering,81584.97869,20,1,Engineering,86760,12,1,3,3,4,12.25
Operations,79162,4,1,Service,37263.83653,22,1,Other,53085.31717,20,1,Other,53085.31717,2,0,3,3,4,12
Operations,79162,13,1,Engineering,81584.97869,34,0,HR,51182.90816,24,1,HR,51182.90816,61,1,3,3,4,33
Operations,79162,19,1,Operations,79162,36,1,Other,53085.31717,32,0,Executive,123893.3069,50,1,3,3,4,34.25
Operations,79162,36,1,Other,99392.75,59,0,Operations,69434.83383,29,0,Service,37263.83653,42,0,3,3,4,41.5
Operations,79162,10,1,Management,32300,14,0,IT,69783.6369,10,1,IT,41915.5,7,1,2,1,4,10.25
Operations,58900,76,1,Other,53085.31717,17,1,Other,53085.31717,28,1,Unemployed,0,0,0,3,3,3,30.25
Operations,68180.38462,7,1,Operations,58447.9,13,1,Other,53085.31717,17,0,Other,36100,29,1,2,1,4,16.5
Operations,68180.38462,28,1,Service,37263.83653,12,1,IT,69783.6369,20,0,Finance,73591.75926,31,0,3,3,4,22.75
Operations,68180.38462,15,1,Management,79819.50204,9,1,Marketing,50436.77654,4,0,Unemployed,0,0,0,3,3,3,7
Operations,69434.83383,7,1,IT,45654.33333,14,1,Sales,47142.92286,6,1,Finance,60991.45474,26,0,2,1,4,13.25
Marketing,50436.77654,91,1,Sales,47142.92286,82,0,Management,79819.50204,49,0,Unemployed,0,0,0,3,3,3,55.5
Other,53085.31717,42,0,Other,27550,47,0,Executive,123893.3069,47,0,Other,53085.31717,65,0,2,1,4,50.25
Other,53085.31717,42,0,Other,27550,47,0,Executive,123893.3069,47,0,Other,53085.31717,65,0,2,1,4,50.25
Other,53085.31717,22,1,HR,51182.90816,9,0,HR,51182.90816,92,0,Other,35635,29,0,3,3,4,38
Other,53085.31717,15,1,Management,73118.3913,6,1,Management,79819.50204,3,1,Sales,47498.875,10,1,3,3,4,8.5
Academia,114221.5385,15,0,Academia,87338,49,1,Academia,63461.28125,50,0,Academia,87338,23,0,3,3,4,34.25
Academia,114221.5385,2,1,Academia,87338,53,0,Management,79819.50204,32,0,Executive,123893.3069,49,1,3,3,4,34
Academia,114221.5385,66,0,Other,53085.31717,32,0,Academia,63461.28125,39,0,Academia,69805,5,0,3,1,4,35.5
Academia,114221.5385,116,1,Management,79819.50204,18,1,Academia,63461.28125,11,1,Unemployed,0,60,0,3,3,4,51.25
Academia,114221.5385,11,1,Academia,87338,36,0,IT,69783.6369,12,0,Academia,42492.8,3,0,3,1,4,15.5
Academia,114221.5385,83,0,IT,69783.6369,22,0,IT,69783.6369,27,0,IT,69783.6369,12,0,3,1,4,36
Academia,114221.5385,73,1,Academia,125566.1667,100,0,IT,69783.6369,37,0,Academia,63461.28125,168,0,3,3,4,94.5
Academia,114221.5385,120,1,HR,51182.90816,83,0,Academia,63461.28125,5,0,Unemployed,0,0,0,3,3,3,52
Academia,63461.28125,43,0,IT,69783.6369,143,1,Management,79819.50204,62,0,Operations,85551.22727,44,0,3,3,4,73
Other,53085.31717,8,1,Executive,123893.3069,5,0,IT,69783.6369,65,0,Management,127649,7,1,3,3,4,21.25
Other,53085.31717,4,1,Other,53085.31717,6,1,IT,69783.6369,3,1,Other,53085.31717,3,1,3,3,4,4
Other,53085.31717,9,1,Other,53085.31717,14,1,Academia,63461.28125,19,1,Other,53085.31717,71,0,2,1,4,28.25
Management,79819.50204,47,0,Management,79819.50204,77,0,Management,79819.50204,100,0,Unemployed,0,0,0,3,3,3,56
Management,79819.50204,143,1,Management,79819.50204,22,0,IT,69783.6369,111,0,IT,77809.25949,57,0,3,3,4,83.25
Operations,100809.3571,151,1,Management,134709.3514,106,0,Operations,69434.83383,12,0,Operations,85551.22727,12,1,3,3,4,70.25
Management,79819.50204,4,1,IT,69783.6369,32,1,IT,69783.6369,85,0,Other,53085.31717,57,0,3,1,4,44.5
Management,79819.50204,5,0,Management,79819.50204,28,1,Management,79819.50204,24,0,Management,79819.50204,60,0,3,3,4,29.25
Other,53085.31717,50,1,Operations,69434.83383,8,1,IT,69783.6369,5,1,Admin,51794.60833,215,0,2,1,4,69.5
Sales,47142.92286,62,1,IT,69783.6369,20,1,Management,79819.50204,7,1,Other,53085.31717,50,1,3,3,4,34.75
Government,78213.325,1,1,Management,79819.50204,13,0,HR,51182.90816,146,0,Government,78213.325,10,1,2,1,4,42.5
IT,79031,31,1,IT,55626,29,0,IT,69783.6369,50,0,IT,55626,21,0,3,3,4,32.75
IT,79031,7,1,Engineering,88802.3,12,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,4.75
IT,79031,2,0,IT,93658.74634,2,1,Engineering,81584.97869,9,0,IT,69783.6369,22,0,3,3,4,8.75
IT,67400.90476,19,1,IT,77809.25949,32,1,Other,53085.31717,94,1,IT,77809.25949,3,0,1,1,4,37
Other,67400.90476,39,1,Finance,60991.45474,39,1,IT,69783.6369,7,1,Consultant,86307.45545,28,1,2,1,4,28.25
Other,67400.90476,39,1,Finance,60991.45474,39,1,IT,69783.6369,7,1,Consultant,86307.45545,28,1,2,1,4,28.25
Other,67400.90476,122,1,Other,26600,164,0,IT,69783.6369,56,0,Sales,41147.2,45,0,3,3,4,96.75
IT,67400.90476,82,1,IT,67400.90476,29,0,IT,69783.6369,56,0,Unemployed,0,0,0,1,1,3,41.75
Other,67400.90476,22,1,Engineering,93658.74634,20,1,Engineering,81584.97869,20,1,IT,69783.6369,42,0,3,3,4,26
IT,67400.90476,72,1,IT,69783.6369,5,1,Finance,60991.45474,29,1,IT,69783.6369,28,1,3,3,4,33.5
IT,67400.90476,82,0,Finance,59320,13,1,Finance,60991.45474,7,1,IT,69783.6369,1,1,3,3,4,25.75
IT,69783.6369,34,1,Finance,65640.65278,35,1,IT,69783.6369,75,1,HR,51182.90816,17,1,3,3,4,40.25
IT,69783.6369,3,0,Executive,123893.3069,11,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,3.5
IT,69783.6369,10,1,IT,69783.6369,3,1,IT,69783.6369,3,1,IT,69783.6369,7,1,3,3,4,5.75
